Date,Close,NormalizedClose,Segment
2021-08-06,720.000000,100.000000,history
2021-08-10,703.333313,97.685182,history
2021-08-11,701.333313,97.407405,history
2021-08-12,703.333313,97.685182,history
2021-08-13,703.333313,97.685182,history
2021-08-16,703.333313,97.685182,history
2021-08-17,703.333313,97.685182,history
2021-08-18,714.666687,99.259262,history
2021-08-19,714.666687,99.259262,history
2021-08-20,702.000000,97.500000,history
2021-08-23,702.666687,97.592595,history
2021-08-24,703.666687,97.731484,history
2021-08-25,720.000000,100.000000,history
2021-08-26,706.333313,98.101849,history
2021-08-27,705.666687,98.009262,history
2021-08-30,705.666687,98.009262,history
2021-08-31,706.666687,98.148151,history
2021-09-01,709.000000,98.472222,history
2021-09-02,709.000000,98.472222,history
2021-09-03,709.000000,98.472222,history
2021-09-06,709.333313,98.518516,history
2021-09-07,709.333313,98.518516,history
2021-09-08,711.333313,98.796293,history
2021-09-09,710.666687,98.703707,history
2021-09-10,710.666687,98.703707,history
2021-09-13,710.666687,98.703707,history
2021-09-14,728.666687,101.203707,history
2021-09-15,728.666687,101.203707,history
2021-09-16,728.666687,101.203707,history
2021-09-17,728.666687,101.203707,history
2021-09-21,728.666687,101.203707,history
2021-09-22,728.666687,101.203707,history
2021-09-24,729.333313,101.296293,history
2021-09-27,722.000000,100.277778,history
2021-09-28,714.666687,99.259262,history
2021-09-29,714.666687,99.259262,history
2021-09-30,714.666687,99.259262,history
2021-10-01,707.666687,98.287040,history
2021-10-04,714.333313,99.212960,history
2021-10-05,707.333313,98.240738,history
2021-10-06,707.333313,98.240738,history
2021-10-07,707.333313,98.240738,history
2021-10-08,708.333313,98.379627,history
2021-10-11,708.333313,98.379627,history
2021-10-12,708.333313,98.379627,history
2021-10-13,708.333313,98.379627,history
2021-10-14,702.000000,97.500000,history
2021-10-15,702.000000,97.500000,history
2021-10-18,702.000000,97.500000,history
2021-10-19,701.666687,97.453707,history
2021-10-20,701.666687,97.453707,history
2021-10-21,702.000000,97.500000,history
2021-10-22,701.666687,97.453707,history
2021-10-25,701.666687,97.453707,history
2021-10-26,701.666687,97.453707,history
2021-10-27,702.000000,97.500000,history
2021-10-28,687.666687,95.509262,history
2021-10-29,689.000000,95.694444,history
2021-11-01,689.000000,95.694444,history
2021-11-02,717.333313,99.629627,history
2021-11-04,701.000000,97.361111,history
2021-11-05,701.000000,97.361111,history
2021-11-08,701.000000,97.361111,history
2021-11-09,701.000000,97.361111,history
2021-11-10,701.000000,97.361111,history
2021-11-11,701.000000,97.361111,history
2021-11-12,701.000000,97.361111,history
2021-11-15,700.000000,97.222222,history
2021-11-16,700.000000,97.222222,history
2021-11-17,701.000000,97.361111,history
2021-11-18,701.000000,97.361111,history
2021-11-19,701.000000,97.361111,history
2021-11-22,701.000000,97.361111,history
2021-11-24,701.000000,97.361111,history
2021-11-25,701.666687,97.453707,history
2021-11-26,701.666687,97.453707,history
2021-11-29,701.666687,97.453707,history
2021-11-30,701.666687,97.453707,history
2021-12-01,701.666687,97.453707,history
2021-12-02,669.666687,93.009262,history
2021-12-03,703.000000,97.638889,history
2021-12-06,695.666687,96.620373,history
2021-12-07,695.666687,96.620373,history
2021-12-08,722.333313,100.324071,history
2021-12-09,733.666687,101.898151,history
2021-12-10,721.666687,100.231484,history
2021-12-13,733.000000,101.805556,history
2021-12-14,733.000000,101.805556,history
2021-12-15,703.333313,97.685182,history
2021-12-16,693.333313,96.296293,history
2021-12-17,693.333313,96.296293,history
2021-12-20,681.000000,94.583333,history
2021-12-21,681.000000,94.583333,history
2021-12-22,681.000000,94.583333,history
2021-12-23,672.000000,93.333333,history
2021-12-24,621.666687,86.342595,history
2021-12-27,648.000000,90.000000,history
2021-12-28,618.666687,85.925929,history
2021-12-29,618.666687,85.925929,history
2021-12-30,618.666687,85.925929,history
2022-01-04,618.666687,85.925929,history
2022-01-05,623.333313,86.574071,history
2022-01-06,620.000000,86.111111,history
2022-01-07,625.333313,86.851849,history
2022-01-11,625.666687,86.898151,history
2022-01-12,626.333313,86.990738,history
2022-01-13,626.333313,86.990738,history
2022-01-14,633.333313,87.962960,history
2022-01-17,625.000000,86.805556,history
2022-01-18,618.333313,85.879627,history
2022-01-19,616.666687,85.648151,history
2022-01-20,623.333313,86.574071,history
2022-01-21,623.333313,86.574071,history
2022-01-24,623.333313,86.574071,history
2022-01-25,611.666687,84.953707,history
