Date,Close,NormalizedClose,Segment
2018-05-23,2220.000000,100.000000,history
2018-05-24,2249.000000,101.306306,history
2018-05-25,2190.000000,98.648649,history
2018-05-28,2150.000000,96.846847,history
2018-05-29,2138.000000,96.306306,history
2018-05-30,2138.000000,96.306306,history
2018-05-31,2138.000000,96.306306,history
2018-06-01,2145.000000,96.621622,history
2018-06-04,2145.000000,96.621622,history
2018-06-05,2145.000000,96.621622,history
2018-06-06,2131.000000,95.990991,history
2018-06-07,2150.000000,96.846847,history
2018-06-08,2150.000000,96.846847,history
2018-06-11,2125.000000,95.720721,history
2018-06-12,2125.000000,95.720721,history
2018-06-13,2136.000000,96.216216,history
2018-06-14,2150.000000,96.846847,history
2018-06-15,2228.000000,100.360360,history
2018-06-18,2385.000000,107.432432,history
2018-06-19,2416.000000,108.828829,history
2018-06-20,2530.000000,113.963964,history
2018-06-21,2566.000000,115.585586,history
2018-06-22,2522.000000,113.603604,history
2018-06-25,2554.000000,115.045045,history
2018-06-26,2554.000000,115.045045,history
2018-06-27,2502.000000,112.702703,history
2018-06-28,2408.000000,108.468468,history
2018-06-29,2353.000000,105.990991,history
2018-07-02,2353.000000,105.990991,history
2018-07-03,2280.000000,102.702703,history
2018-07-04,2229.000000,100.405405,history
2018-07-05,2130.000000,95.945946,history
2018-07-06,2248.000000,101.261261,history
2018-07-09,2249.000000,101.306306,history
2018-07-10,2240.000000,100.900901,history
2018-07-11,2240.000000,100.900901,history
2018-07-12,2300.000000,103.603604,history
2018-07-13,2311.000000,104.099099,history
2018-07-16,2311.000000,104.099099,history
2018-07-17,2382.000000,107.297297,history
2018-07-18,2390.000000,107.657658,history
2018-07-19,2399.000000,108.063063,history
2018-07-20,2427.000000,109.324324,history
2018-07-23,2451.000000,110.405405,history
2018-07-24,2403.000000,108.243243,history
2018-07-25,2415.000000,108.783784,history
2018-07-26,2361.000000,106.351351,history
2018-07-27,2361.000000,106.351351,history
2018-07-30,2338.000000,105.315315,history
2018-07-31,2380.000000,107.207207,history
2018-08-01,2013.000000,90.675676,history
2018-08-02,2034.000000,91.621622,history
2018-08-03,2034.000000,91.621622,history
2018-08-06,2020.000000,90.990991,history
2018-08-07,2015.000000,90.765766,history
2018-08-08,2015.000000,90.765766,history
2018-08-09,2006.000000,90.360360,history
2018-08-10,2044.000000,92.072072,history
2018-08-13,2088.000000,94.054054,history
2018-08-14,2050.000000,92.342342,history
2018-08-15,2051.000000,92.387387,history
2018-08-16,2050.000000,92.342342,history
2018-08-17,2050.000000,92.342342,history
2018-08-20,2050.000000,92.342342,history
2018-08-21,2059.000000,92.747748,history
2018-08-22,2070.000000,93.243243,history
2018-08-23,2070.000000,93.243243,history
2018-08-24,2070.000000,93.243243,history
2018-08-27,2079.000000,93.648649,history
2018-08-28,2079.000000,93.648649,history
2018-08-29,2051.000000,92.387387,history
2018-08-30,2031.000000,91.486486,history
2018-08-31,2031.000000,91.486486,history
2018-09-03,2068.000000,93.153153,history
2018-09-04,2068.000000,93.153153,history
2018-09-05,2068.000000,93.153153,history
2018-09-06,2068.000000,93.153153,history
2018-09-07,2032.000000,91.531532,history
2018-09-10,2032.000000,91.531532,history
2018-09-11,2032.000000,91.531532,history
2018-09-12,2032.000000,91.531532,history
2018-09-13,2032.000000,91.531532,history
2018-09-14,2004.000000,90.270270,history
2018-09-17,2004.000000,90.270270,history
2018-09-18,2004.000000,90.270270,history
