Date,Close,NormalizedClose,Segment
2011-09-12,535.000000,100.000000,history
2011-09-13,555.000000,103.738318,history
2011-09-14,545.000000,101.869159,history
2011-09-15,555.000000,103.738318,history
2011-09-16,555.000000,103.738318,history
2011-09-20,555.000000,103.738318,history
2011-09-21,565.000000,105.607477,history
2011-09-22,575.000000,107.476636,history
2011-09-26,565.000000,105.607477,history
2011-09-27,550.000000,102.803738,history
2011-09-28,555.000000,103.738318,history
2011-09-29,560.000000,104.672897,history
2011-09-30,575.000000,107.476636,history
2011-10-03,570.000000,106.542056,history
2011-10-04,565.000000,105.607477,history
2011-10-05,555.000000,103.738318,history
2011-10-06,560.000000,104.672897,history
2011-10-07,560.000000,104.672897,history
2011-10-11,570.000000,106.542056,history
2011-10-12,565.000000,105.607477,history
2011-10-13,570.000000,106.542056,history
2011-10-14,560.000000,104.672897,history
2011-10-17,565.000000,105.607477,history
2011-10-18,560.000000,104.672897,history
2011-10-19,560.000000,104.672897,history
2011-10-20,565.000000,105.607477,history
2011-10-21,565.000000,105.607477,history
2011-10-24,565.000000,105.607477,history
2011-10-25,575.000000,107.476636,history
2011-10-26,575.000000,107.476636,history
2011-10-27,580.000000,108.411215,history
2011-10-28,595.000000,111.214953,history
2011-10-31,585.000000,109.345794,history
2011-11-01,585.000000,109.345794,history
2011-11-02,585.000000,109.345794,history
2011-11-04,595.000000,111.214953,history
2011-11-07,600.000000,112.149533,history
2011-11-08,590.000000,110.280374,history
2011-11-09,580.000000,108.411215,history
2011-11-10,580.000000,108.411215,history
2011-11-11,590.000000,110.280374,history
2011-11-14,580.000000,108.411215,history
2011-11-15,585.000000,109.345794,history
2011-11-16,580.000000,108.411215,history
2011-11-17,580.000000,108.411215,history
2011-11-18,590.000000,110.280374,history
2011-11-21,585.000000,109.345794,history
2011-11-22,590.000000,110.280374,history
2011-11-24,590.000000,110.280374,history
2011-11-25,615.000000,114.953271,history
2011-11-28,620.000000,115.887850,history
2011-11-29,635.000000,118.691589,history
2011-11-30,680.000000,127.102804,history
2011-12-01,665.000000,124.299065,history
2011-12-02,675.000000,126.168224,history
