Date,Close,NormalizedClose,Segment
2025-05-07,877.500000,100.000000,history
2025-05-08,892.500000,101.709402,history
2025-05-09,889.500000,101.367521,history
2025-05-12,888.500000,101.253561,history
2025-05-13,879.500000,100.227920,history
2025-05-14,877.500000,100.000000,history
2025-05-15,891.500000,101.595442,history
2025-05-16,897.500000,102.279202,history
2025-05-19,909.000000,103.589744,history
2025-05-20,903.500000,102.962963,history
2025-05-21,910.500000,103.760684,history
2025-05-22,911.000000,103.817664,history
2025-05-23,916.000000,104.387464,history
2025-05-26,911.500000,103.874644,history
2025-05-27,933.000000,106.324786,history
2025-05-28,936.500000,106.723647,history
2025-05-29,947.000000,107.920228,history
2025-05-30,954.000000,108.717949,history
2025-06-02,968.000000,110.313390,history
2025-06-03,970.500000,110.598291,history
2025-06-04,976.000000,111.225071,history
2025-06-05,959.500000,109.344729,history
2025-06-06,973.500000,110.940171,history
2025-06-09,983.000000,112.022792,history
2025-06-10,988.000000,112.592593,history
2025-06-11,995.000000,113.390313,history
2025-06-12,995.000000,113.390313,history
2025-06-13,995.000000,113.390313,history
2025-06-16,1051.500000,119.829060,history
2025-06-17,1072.000000,122.165242,history
2025-06-18,1054.000000,120.113960,history
2025-06-19,1047.500000,119.373219,history
2025-06-20,1043.000000,118.860399,history
2025-06-23,1044.000000,118.974359,history
2025-06-24,1051.500000,119.829060,history
2025-06-25,1050.500000,119.715100,history
2025-06-26,1053.000000,120.000000,history
2025-06-27,1069.500000,121.880342,history
2025-06-30,1074.500000,122.450142,history
2025-07-01,1061.500000,120.968661,history
2025-07-02,1063.000000,121.139601,history
2025-07-03,1064.500000,121.310541,history
2025-07-04,1066.000000,121.481481,history
2025-07-07,1072.000000,122.165242,history
2025-07-08,1073.500000,122.336182,history
2025-07-09,1081.000000,123.190883,history
2025-07-10,1088.500000,124.045584,history
2025-07-11,1103.500000,125.754986,history
2025-07-14,1105.000000,125.925926,history
2025-07-15,1106.000000,126.039886,history
2025-07-16,1107.500000,126.210826,history
2025-07-17,1110.000000,126.495726,history
2025-07-18,1111.000000,126.609687,history
2025-07-22,1113.000000,126.837607,history
2025-07-23,1114.000000,126.951567,history
2025-07-24,1118.000000,127.407407,history
2025-07-25,1125.000000,128.205128,history
2025-07-28,1125.500000,128.262108,history
2025-07-29,1126.500000,128.376068,history
2025-07-30,1127.000000,128.433048,history
2025-07-31,1130.500000,128.831909,history
2025-08-01,1131.000000,128.888889,history
2025-08-04,1122.000000,127.863248,history
2025-08-05,1120.000000,127.635328,history
2025-08-06,1117.000000,127.293447,history
2025-08-07,1118.000000,127.407407,history
2025-08-08,1122.500000,127.920228,history
2025-08-12,1126.000000,128.319088,history
2025-08-13,1126.000000,128.319088,history
2025-08-14,1131.000000,128.888889,history
2025-08-15,1125.000000,128.205128,history
2025-08-18,1131.000000,128.888889,history
2025-08-19,1129.500000,128.717949,history
2025-08-20,1127.500000,128.490028,history
2025-08-21,1128.500000,128.603989,history
2025-08-22,1133.500000,129.173789,history
2025-08-25,1136.000000,129.458689,history
2025-08-26,1135.000000,129.344729,history
2025-08-27,1135.500000,129.401709,history
2025-08-28,1138.000000,129.686610,history
2025-08-29,1170.000000,133.333333,history
2025-09-01,1184.500000,134.985755,history
2025-09-02,1217.000000,138.689459,history
2025-09-03,1211.000000,138.005698,history
2025-09-04,1214.500000,138.404558,history
2025-09-05,1225.000000,139.601140,history
2025-09-08,1237.000000,140.968661,history
2025-09-09,1239.500000,141.253561,history
2025-09-10,1241.000000,141.424501,history
2025-09-11,1232.500000,140.455840,history
2025-09-12,1233.000000,140.512821,history
2025-09-16,1175.000000,133.903134,history
