Date,Close,NormalizedClose
2025-01-06,919.000000,100.000000
2025-01-07,912.000000,99.238303
2025-01-08,918.000000,99.891186
2025-01-09,918.000000,99.891186
2025-01-10,953.000000,103.699674
2025-01-14,1009.000000,109.793254
2025-01-15,980.000000,106.637650
2025-01-16,1000.000000,108.813928
2025-01-17,998.000000,108.596300
2025-01-20,997.000000,108.487486
2025-01-21,1000.000000,108.813928
2025-01-22,995.000000,108.269859
2025-01-23,987.000000,107.399347
2025-01-24,992.000000,107.943417
2025-01-27,996.000000,108.378672
2025-01-28,991.000000,107.834603
2025-01-29,1001.000000,108.922742
2025-01-30,999.000000,108.705114
2025-01-31,1000.000000,108.813928
2025-02-03,1008.000000,109.684440
2025-02-04,1039.000000,113.057671
2025-02-05,1022.000000,111.207835
2025-02-06,1077.000000,117.192601
2025-02-07,1085.000000,118.063112
2025-02-10,1077.000000,117.192601
2025-02-12,1086.000000,118.171926
2025-02-13,1083.000000,117.845484
2025-02-14,1039.000000,113.057671
2025-02-17,1054.000000,114.689880
2025-02-18,1052.000000,114.472252
2025-02-19,1062.000000,115.560392
2025-02-20,1085.000000,118.063112
2025-02-21,1073.000000,116.757345
2025-02-25,1085.000000,118.063112
2025-02-26,1041.000000,113.275299
2025-02-27,1009.000000,109.793254
2025-02-28,993.000000,108.052231
2025-03-03,997.000000,108.487486
2025-03-04,986.000000,107.290533
2025-03-05,981.000000,106.746464
2025-03-06,983.000000,106.964091
2025-03-07,978.000000,106.420022
2025-03-10,990.000000,107.725789
2025-03-11,978.000000,106.420022
2025-03-12,973.000000,105.875952
2025-03-13,974.000000,105.984766
2025-03-14,988.000000,107.508161
2025-03-17,994.000000,108.161045
2025-03-18,993.000000,108.052231
2025-03-19,991.000000,107.834603
2025-03-21,996.000000,108.378672
2025-03-24,994.000000,108.161045
2025-03-25,995.000000,108.269859
2025-03-26,996.000000,108.378672
2025-03-27,995.000000,108.269859
2025-03-28,977.000000,106.311208
2025-03-31,964.000000,104.896627
2025-04-01,951.000000,103.482046
2025-04-02,961.000000,104.570185
2025-04-03,910.000000,99.020675
2025-04-04,857.000000,93.253536
2025-04-07,761.000000,82.807399
2025-04-08,816.000000,88.792165
2025-04-09,896.000000,97.497280
2025-04-10,925.000000,100.652884
2025-04-11,923.000000,100.435256
2025-04-14,900.000000,97.932535
2025-04-15,910.000000,99.020675
2025-04-16,901.000000,98.041349
2025-04-17,897.000000,97.606094
2025-04-18,893.000000,97.170838
2025-04-21,903.000000,98.258977
2025-04-22,900.000000,97.932535
2025-04-23,897.000000,97.606094
2025-04-24,891.000000,96.953210
2025-04-25,912.000000,99.238303
2025-04-28,918.000000,99.891186
2025-04-30,919.000000,100.000000
2025-05-01,912.000000,99.238303
2025-05-02,916.000000,99.673558
2025-05-07,915.000000,99.564744
2025-05-08,915.000000,99.564744
2025-05-09,919.000000,100.000000
2025-05-12,925.000000,100.652884
2025-05-13,924.000000,100.544070
2025-05-14,901.000000,98.041349
2025-05-15,883.000000,96.082699
2025-05-16,884.000000,96.191513
2025-05-19,898.000000,97.714908
2025-05-20,896.000000,97.497280
2025-05-21,884.000000,96.191513
2025-05-22,878.000000,95.538629
2025-05-23,877.000000,95.429815
2025-05-26,888.000000,96.626768
2025-05-27,893.000000,97.170838
2025-05-28,900.000000,97.932535
2025-05-29,902.000000,98.150163
2025-05-30,911.000000,99.129489
2025-06-02,907.000000,98.694233
2025-06-03,900.000000,97.932535
2025-06-04,899.000000,97.823721
2025-06-05,900.000000,97.932535
2025-06-06,901.000000,98.041349
2025-06-09,899.000000,97.823721
2025-06-10,895.000000,97.388466
2025-06-11,894.000000,97.279652
2025-06-12,894.000000,97.279652
2025-06-13,886.000000,96.409140
2025-06-16,894.000000,97.279652
2025-06-17,892.000000,97.062024
2025-06-18,883.000000,96.082699
2025-06-19,895.000000,97.388466
2025-06-20,894.000000,97.279652
2025-06-23,895.000000,97.388466
2025-06-24,902.000000,98.150163
2025-06-25,901.000000,98.041349
2025-06-26,906.000000,98.585419
2025-06-27,909.000000,98.911861
2025-06-30,921.000000,100.217628
2025-07-01,942.000000,102.502720
2025-07-02,943.000000,102.611534
2025-07-03,935.000000,101.741023
2025-07-04,929.000000,101.088139
2025-07-07,936.000000,101.849837
2025-07-08,937.000000,101.958651
2025-07-09,938.000000,102.067465
2025-07-10,939.000000,102.176279
2025-07-11,946.000000,102.937976
2025-07-14,953.000000,103.699674
2025-07-15,974.000000,105.984766
2025-07-16,979.000000,106.528836
2025-07-17,988.000000,107.508161
2025-07-18,971.000000,105.658324
2025-07-22,985.000000,107.181719
2025-07-23,983.000000,106.964091
2025-07-24,971.000000,105.658324
2025-07-25,963.000000,104.787813
2025-07-28,970.000000,105.549510
2025-07-29,960.000000,104.461371
2025-07-30,965.000000,105.005441
2025-07-31,966.000000,105.114255
2025-08-01,968.000000,105.331882
2025-08-04,958.000000,104.243743
2025-08-05,960.000000,104.461371
2025-08-06,952.000000,103.590860
2025-08-07,959.000000,104.352557
2025-08-08,947.000000,103.046790
2025-08-12,954.000000,103.808487
2025-08-13,940.000000,102.285092
2025-08-14,934.000000,101.632209
2025-08-15,942.000000,102.502720
2025-08-18,952.000000,103.590860
2025-08-19,955.000000,103.917301
2025-08-20,953.000000,103.699674
2025-08-21,952.000000,103.590860
2025-08-22,961.000000,104.570185
2025-08-25,963.000000,104.787813
2025-08-26,965.000000,105.005441
2025-08-27,953.000000,103.699674
2025-08-28,949.000000,103.264418
2025-08-29,957.000000,104.134929
2025-09-01,955.000000,103.917301
2025-09-02,952.000000,103.590860
2025-09-03,941.000000,102.393906
2025-09-04,952.000000,103.590860
2025-09-05,952.000000,103.590860
2025-09-08,949.000000,103.264418
2025-09-09,953.000000,103.699674
2025-09-10,948.000000,103.155604
2025-09-11,945.000000,102.829162
2025-09-12,950.000000,103.373232
2025-09-16,954.000000,103.808487
2025-09-17,952.000000,103.590860
2025-09-18,961.000000,104.570185
2025-09-19,964.000000,104.896627
2025-09-22,975.000000,106.093580
2025-09-24,979.000000,106.528836
2025-09-25,974.000000,105.984766
2025-09-26,987.000000,107.399347
2025-09-29,982.000000,106.855277
2025-09-30,983.000000,106.964091
2025-10-01,949.000000,103.264418
2025-10-02,976.000000,106.202394
2025-10-03,973.000000,105.875952
2025-10-06,974.000000,105.984766
2025-10-07,975.000000,106.093580
2025-10-08,969.000000,105.440696
2025-10-09,970.000000,105.549510
2025-10-10,974.000000,105.984766
2025-10-14,974.000000,105.984766
2025-10-15,975.000000,106.093580
2025-10-16,981.000000,106.746464
2025-10-17,981.000000,106.746464
2025-10-20,990.000000,107.725789
2025-10-21,980.000000,106.637650
2025-10-22,982.000000,106.855277
2025-10-23,989.000000,107.616975
2025-10-24,978.000000,106.420022
2025-10-27,989.000000,107.616975
2025-10-28,988.000000,107.508161
2025-10-29,972.000000,105.767138
2025-10-30,985.000000,107.181719
2025-10-31,972.000000,105.767138
2025-11-04,971.000000,105.658324
2025-11-05,970.000000,105.549510
2025-11-06,971.000000,105.658324
2025-11-07,989.000000,107.616975
2025-11-10,994.000000,108.161045
2025-11-11,1000.000000,108.813928
2025-11-12,1000.000000,108.813928
2025-11-13,980.000000,106.637650
2025-11-14,977.000000,106.311208
2025-11-17,986.000000,107.290533
2025-11-18,967.000000,105.223069
2025-11-19,979.000000,106.528836
2025-11-20,977.000000,106.311208
2025-11-21,991.000000,107.834603
2025-11-25,1007.000000,109.575626
2025-11-26,1006.000000,109.466812
2025-11-27,1014.000000,110.337323
2025-11-28,1010.000000,109.902067
2025-12-01,1000.000000,108.813928
2025-12-02,995.000000,108.269859
2025-12-03,993.000000,108.052231
2025-12-04,1000.000000,108.813928
2025-12-05,1000.000000,108.813928
2025-12-08,1014.000000,110.337323
2025-12-09,1029.000000,111.969532
2025-12-10,1027.000000,111.751904
2025-12-11,1047.000000,113.928183
