Date,Close,NormalizedClose
2025-01-06,196.199997,100.000000
2025-01-07,197.100006,100.458720
2025-01-08,194.800003,99.286446
2025-01-09,194.699997,99.235474
2025-01-10,193.000000,98.369013
2025-01-14,192.500000,98.114171
2025-01-15,193.000000,98.369013
2025-01-16,192.100006,97.910300
2025-01-17,191.500000,97.604487
2025-01-20,192.100006,97.910300
2025-01-21,191.399994,97.553515
2025-01-22,194.399994,99.082567
2025-01-23,195.800003,99.796130
2025-01-24,196.300003,100.050972
2025-01-27,199.500000,101.681959
2025-01-28,200.300003,102.089708
2025-01-29,200.000000,101.936801
2025-01-30,200.699997,102.293578
2025-01-31,200.199997,102.038736
2025-02-03,201.500000,102.701327
2025-02-04,202.300003,103.109076
2025-02-05,203.100006,103.516824
2025-02-06,201.199997,102.548420
2025-02-07,199.899994,101.885829
2025-02-10,199.600006,101.732930
2025-02-12,208.600006,106.320086
2025-02-13,209.600006,106.829770
2025-02-14,208.500000,106.269115
2025-02-17,209.100006,106.574928
2025-02-18,211.199997,107.645260
2025-02-19,211.600006,107.849138
2025-02-20,210.600006,107.339454
2025-02-21,210.000000,107.033641
2025-02-25,210.899994,107.492353
2025-02-26,210.500000,107.288483
2025-02-27,212.899994,108.511721
2025-02-28,213.699997,108.919470
2025-03-03,217.899994,111.060141
2025-03-04,214.199997,109.174312
2025-03-05,215.100006,109.633032
2025-03-06,215.399994,109.785931
2025-03-07,213.100006,108.613664
2025-03-10,212.899994,108.511721
2025-03-11,210.399994,107.237511
2025-03-12,209.100006,106.574928
2025-03-13,212.199997,108.154944
2025-03-14,210.899994,107.492353
2025-03-17,212.899994,108.511721
2025-03-18,214.199997,109.174312
2025-03-19,213.100006,108.613664
2025-03-21,216.199997,110.193680
2025-03-24,215.500000,109.836903
2025-03-25,215.800003,109.989810
2025-03-26,216.500000,110.346587
2025-03-27,216.899994,110.550457
2025-03-28,212.100006,108.103980
2025-03-31,208.399994,106.218143
2025-04-01,210.500000,107.288483
2025-04-02,208.899994,106.472985
2025-04-03,205.899994,104.943933
2025-04-04,208.100006,106.065244
2025-04-07,198.199997,101.019368
2025-04-08,203.000000,103.465853
2025-04-09,202.600006,103.261982
2025-04-10,209.800003,106.931706
2025-04-11,209.100006,106.574928
2025-04-14,211.699997,107.900102
2025-04-15,214.600006,109.378190
2025-04-16,216.199997,110.193680
2025-04-17,216.699997,110.448522
2025-04-18,218.600006,111.416926
2025-04-21,214.300003,109.225284
2025-04-22,215.100006,109.633032
2025-04-23,216.600006,110.397558
2025-04-24,212.800003,108.460758
2025-04-25,212.699997,108.409786
2025-04-28,216.800003,110.499494
2025-04-30,215.899994,110.040773
2025-05-01,216.600006,110.397558
2025-05-02,218.600006,111.416926
2025-05-07,221.800003,113.047914
2025-05-08,221.500000,112.895007
