Date,Close,NormalizedClose,Segment
2015-08-03,2920.000000,100.000000,history
2015-08-04,2920.000000,100.000000,history
2015-08-05,2910.000000,99.657534,history
2015-08-06,2910.000000,99.657534,history
2015-08-07,2900.000000,99.315068,history
2015-08-10,2890.000000,98.972603,history
2015-08-11,2890.000000,98.972603,history
2015-08-12,2880.000000,98.630137,history
2015-08-13,2870.000000,98.287671,history
2015-08-14,2870.000000,98.287671,history
2015-08-17,2890.000000,98.972603,history
2015-08-18,2880.000000,98.630137,history
2015-08-19,2850.000000,97.602740,history
2015-08-20,2840.000000,97.260274,history
2015-08-21,2820.000000,96.575342,history
2015-08-24,2690.000000,92.123288,history
2015-08-25,2670.000000,91.438356,history
2015-08-26,2660.000000,91.095890,history
2015-08-27,2720.000000,93.150685,history
2015-08-28,2750.000000,94.178082,history
2015-08-31,2780.000000,95.205479,history
2015-09-01,2760.000000,94.520548,history
2015-09-02,2720.000000,93.150685,history
2015-09-03,2750.000000,94.178082,history
2015-09-04,2720.000000,93.150685,history
2015-09-07,2700.000000,92.465753,history
2015-09-08,2690.000000,92.123288,history
2015-09-09,2750.000000,94.178082,history
2015-09-10,2730.000000,93.493151,history
2015-09-11,2720.000000,93.150685,history
2015-09-14,2700.000000,92.465753,history
2015-09-15,2690.000000,92.123288,history
2015-09-16,2680.000000,91.780822,history
2015-09-17,2650.000000,90.753425,history
2015-09-18,2650.000000,90.753425,history
2015-09-24,2640.000000,90.410959,history
2015-09-25,2650.000000,90.753425,history
2015-09-28,2650.000000,90.753425,history
2015-09-29,2630.000000,90.068493,history
2015-09-30,2620.000000,89.726027,history
2015-10-01,2630.000000,90.068493,history
2015-10-02,2610.000000,89.383562,history
2015-10-05,2630.000000,90.068493,history
2015-10-06,2640.000000,90.410959,history
2015-10-07,2630.000000,90.068493,history
2015-10-08,2660.000000,91.095890,history
2015-10-09,2700.000000,92.465753,history
2015-10-13,2720.000000,93.150685,history
2015-10-14,2640.000000,90.410959,history
2015-10-15,2680.000000,91.780822,history
2015-10-16,2680.000000,91.780822,history
2015-10-19,2680.000000,91.780822,history
2015-10-20,2670.000000,91.438356,history
2015-10-21,2680.000000,91.780822,history
2015-10-22,2680.000000,91.780822,history
