Date,Close,NormalizedClose
2025-01-06,4921.000000,100.000000
2025-01-07,4841.000000,98.374314
2025-01-08,4831.000000,98.171103
2025-01-09,4813.000000,97.805324
2025-01-10,4802.000000,97.581792
2025-01-14,4799.000000,97.520829
2025-01-15,4774.000000,97.012802
2025-01-16,4738.000000,96.281244
2025-01-17,4746.000000,96.443812
2025-01-20,4759.000000,96.707986
2025-01-21,4800.000000,97.541150
2025-01-22,4757.000000,96.667344
2025-01-23,4726.000000,96.037391
2025-01-24,4744.000000,96.403170
2025-01-27,4840.000000,98.353993
2025-01-28,4898.000000,99.532615
2025-01-29,4879.000000,99.146515
2025-01-30,4865.000000,98.862020
2025-01-31,4827.000000,98.089819
2025-02-03,4791.000000,97.358261
2025-02-04,4735.000000,96.220280
2025-02-05,4693.000000,95.366795
2025-02-06,4683.000000,95.163585
2025-02-07,4687.000000,95.244869
2025-02-10,4693.000000,95.366795
2025-02-12,4766.000000,96.850234
2025-02-13,4552.000000,92.501524
2025-02-14,4537.000000,92.196708
2025-02-17,4602.000000,93.517578
2025-02-18,4587.000000,93.212762
2025-02-19,4580.000000,93.070514
2025-02-20,4613.000000,93.741110
2025-02-21,4665.000000,94.797805
2025-02-25,4787.000000,97.276976
2025-02-26,4937.000000,100.325137
2025-02-27,4832.000000,98.191425
2025-02-28,4811.000000,97.764682
2025-03-03,4781.000000,97.155050
2025-03-04,4833.000000,98.211746
2025-03-05,4852.000000,98.597846
2025-03-06,4856.000000,98.679130
2025-03-07,4862.000000,98.801057
2025-03-10,4914.000000,99.857752
2025-03-11,4900.000000,99.573257
2025-03-12,4885.000000,99.268441
2025-03-13,4863.000000,98.821378
2025-03-14,4835.000000,98.252388
2025-03-17,4845.000000,98.455598
2025-03-18,4888.000000,99.329405
2025-03-19,4934.000000,100.264174
2025-03-21,4996.000000,101.524080
2025-03-24,4913.000000,99.837431
2025-03-25,4904.000000,99.654542
2025-03-26,4900.000000,99.573257
2025-03-27,4972.000000,101.036375
2025-03-28,4969.000000,100.975412
2025-03-31,4948.000000,100.548669
2025-04-01,4860.000000,98.760415
2025-04-02,4826.000000,98.069498
2025-04-03,4815.000000,97.845966
2025-04-04,4894.000000,99.451331
2025-04-07,4686.000000,95.224548
2025-04-08,4765.000000,96.829913
2025-04-09,4752.000000,96.565739
2025-04-10,4894.000000,99.451331
2025-04-11,4791.000000,97.358261
2025-04-14,4865.000000,98.862020
2025-04-15,4801.000000,97.561471
2025-04-16,4819.000000,97.927251
2025-04-17,4829.000000,98.130461
2025-04-18,4821.000000,97.967893
2025-04-21,4743.000000,96.382849
2025-04-22,4772.000000,96.972160
2025-04-23,5012.000000,101.849218
2025-04-24,4901.000000,99.593579
2025-04-25,4919.000000,99.959358
2025-04-28,4980.000000,101.198943
2025-04-30,4988.000000,101.361512
2025-05-01,5007.000000,101.747612
2025-05-02,4970.000000,100.995733
2025-05-07,4917.000000,99.918716
2025-05-08,4999.000000,101.585044
2025-05-09,5114.000000,103.921967
2025-05-12,5169.000000,105.039626
2025-05-13,4935.000000,100.284495
2025-05-14,4632.000000,94.127210
2025-05-15,4649.000000,94.472668
2025-05-16,4749.000000,96.504775
2025-05-19,4709.000000,95.691933
2025-05-20,4664.000000,94.777484
2025-05-21,4703.000000,95.570006
2025-05-22,4665.000000,94.797805
2025-05-23,4664.000000,94.777484
2025-05-26,4690.000000,95.305832
2025-05-27,4669.000000,94.879090
2025-05-28,4676.000000,95.021337
2025-05-29,4657.000000,94.635237
2025-05-30,4691.000000,95.326153
2025-06-02,4654.000000,94.574274
2025-06-03,4710.000000,95.712254
2025-06-04,4673.000000,94.960374
2025-06-05,4640.000000,94.289779
2025-06-06,4643.000000,94.350742
2025-06-09,4664.000000,94.777484
2025-06-10,4679.000000,95.082300
2025-06-11,4700.000000,95.509043
2025-06-12,4692.000000,95.346474
2025-06-13,4646.000000,94.411705
2025-06-16,4636.000000,94.208494
2025-06-17,4639.000000,94.269457
2025-06-18,4661.000000,94.716521
2025-06-19,4664.000000,94.777484
2025-06-20,4612.000000,93.720788
2025-06-23,4606.000000,93.598862
2025-06-24,4598.000000,93.436293
2025-06-25,4585.000000,93.172119
2025-06-26,4591.000000,93.294046
2025-06-27,4585.000000,93.172119
2025-06-30,4610.000000,93.680146
2025-07-01,4616.000000,93.802073
2025-07-02,4627.000000,94.025605
2025-07-03,4627.000000,94.025605
2025-07-04,4631.000000,94.106889
2025-07-07,4627.000000,94.025605
2025-07-08,4482.000000,91.079049
2025-07-09,4526.000000,91.973176
2025-07-10,4451.000000,90.449096
2025-07-11,4469.000000,90.814875
2025-07-14,4488.000000,91.200975
2025-07-15,4455.000000,90.530380
2025-07-16,4486.000000,91.160333
2025-07-17,4500.000000,91.444828
2025-07-18,4545.000000,92.359277
2025-07-22,4505.000000,91.546434
2025-07-23,4588.000000,93.233083
2025-07-24,4606.000000,93.598862
2025-07-25,4567.000000,92.806340
2025-07-28,4578.000000,93.029872
2025-07-29,4550.000000,92.460882
2025-07-30,4568.000000,92.826661
2025-07-31,4568.000000,92.826661
2025-08-01,4590.000000,93.273725
2025-08-04,4616.000000,93.802073
2025-08-05,4577.000000,93.009551
2025-08-06,4596.000000,93.395651
2025-08-07,4662.000000,94.736842
2025-08-08,4772.000000,96.972160
2025-08-12,4805.000000,97.642756
2025-08-13,4759.000000,96.707986
2025-08-14,4751.000000,96.545418
2025-08-15,4691.000000,95.326153
2025-08-18,4646.000000,94.411705
2025-08-19,4577.000000,93.009551
2025-08-20,4683.000000,95.163585
2025-08-21,4634.000000,94.167852
2025-08-22,4600.000000,93.476936
2025-08-25,4716.000000,95.834180
2025-08-26,4619.000000,93.863036
2025-08-27,4575.000000,92.968909
2025-08-28,4573.000000,92.928267
2025-08-29,4560.000000,92.664093
2025-09-01,4590.000000,93.273725
2025-09-02,4725.000000,96.017070
2025-09-03,4705.000000,95.610648
2025-09-04,4720.000000,95.915464
2025-09-05,4707.000000,95.651290
2025-09-08,4680.000000,95.102621
2025-09-09,4589.000000,93.253404
2025-09-10,4658.000000,94.655558
2025-09-11,4647.000000,94.432026
2025-09-12,4601.000000,93.497257
2025-09-16,4684.000000,95.183906
2025-09-17,4673.000000,94.960374
2025-09-18,4651.000000,94.513310
2025-09-19,4685.000000,95.204227
2025-09-22,4706.000000,95.630969
2025-09-24,4690.000000,95.305832
2025-09-25,4706.000000,95.630969
2025-09-26,4727.000000,96.057712
2025-09-29,4650.000000,94.492989
2025-09-30,4625.000000,93.984962
2025-10-01,4544.000000,92.338955
2025-10-02,4498.000000,91.404186
2025-10-03,4543.000000,92.318634
2025-10-06,4590.000000,93.273725
2025-10-07,4622.000000,93.923999
2025-10-08,4679.000000,95.082300
2025-10-09,4657.000000,94.635237
2025-10-10,4717.000000,95.854501
2025-10-14,4724.000000,95.996749
2025-10-15,4737.000000,96.260923
2025-10-16,4751.000000,96.545418
2025-10-17,4791.000000,97.358261
2025-10-20,4824.000000,98.028856
2025-10-21,4831.000000,98.171103
2025-10-22,4840.000000,98.353993
2025-10-23,4832.000000,98.191425
2025-10-24,4800.000000,97.541150
2025-10-27,4786.000000,97.256655
2025-10-28,4790.000000,97.337939
2025-10-29,4643.000000,94.350742
2025-10-30,4655.000000,94.594595
2025-10-31,4662.000000,94.736842
2025-11-04,4668.000000,94.858769
2025-11-05,4712.000000,95.752896
2025-11-06,4687.000000,95.244869
2025-11-07,4800.000000,97.541150
2025-11-10,4829.000000,98.130461
2025-11-11,4863.000000,98.821378
2025-11-12,4921.000000,100.000000
2025-11-13,5012.000000,101.849218
2025-11-14,5011.000000,101.828897
2025-11-17,5026.000000,102.133713
2025-11-18,4968.000000,100.955090
2025-11-19,4903.000000,99.634221
2025-11-20,4814.000000,97.825645
2025-11-21,4914.000000,99.857752
2025-11-25,4927.000000,100.121926
2025-11-26,4947.000000,100.528348
2025-11-27,4941.000000,100.406421
2025-11-28,4952.000000,100.629953
2025-12-01,4818.000000,97.906929
2025-12-02,4870.000000,98.963625
2025-12-03,4817.000000,97.886608
2025-12-04,4824.000000,98.028856
2025-12-05,4805.000000,97.642756
2025-12-08,4822.000000,97.988214
2025-12-09,4825.000000,98.049177
2025-12-10,4862.000000,98.801057
2025-12-11,4815.000000,97.845966
2025-12-12,4788.000000,97.297297
2025-12-15,4818.000000,97.906929
2025-12-16,4798.000000,97.500508
2025-12-17,4805.000000,97.642756
2025-12-18,4807.000000,97.683398
2025-12-19,4810.000000,97.744361
2025-12-22,4732.000000,96.159317
2025-12-23,4753.000000,96.586060
2025-12-24,4747.000000,96.464133
2025-12-25,4753.000000,96.586060
2025-12-26,4802.000000,97.581792
2025-12-29,4744.000000,96.403170
2025-12-30,4727.000000,96.057712
2026-01-05,4745.000000,96.423491
2026-01-06,4794.000000,97.419224
2026-01-07,4784.000000,97.216013
2026-01-08,4828.000000,98.110140
2026-01-09,4835.000000,98.252388
2026-01-13,4838.000000,98.313351
2026-01-14,4889.000000,99.349726
2026-01-15,4869.000000,98.943304
2026-01-16,4902.000000,99.613900
2026-01-19,5027.000000,102.154034
2026-01-20,5060.000000,102.824629
2026-01-21,5023.000000,102.072749
