Date,Close,NormalizedClose,Segment
2022-12-14,687.000000,100.000000,history
2022-12-15,700.000000,101.892285,history
2022-12-16,687.000000,100.000000,history
2022-12-19,698.000000,101.601164,history
2022-12-20,686.000000,99.854440,history
2022-12-21,686.000000,99.854440,history
2022-12-22,686.000000,99.854440,history
2022-12-23,693.000000,100.873362,history
2022-12-26,700.000000,101.892285,history
2022-12-27,692.000000,100.727802,history
2022-12-28,699.000000,101.746725,history
2022-12-29,699.000000,101.746725,history
2022-12-30,699.000000,101.746725,history
2023-01-04,698.000000,101.601164,history
2023-01-05,689.000000,100.291121,history
2023-01-06,689.000000,100.291121,history
2023-01-10,698.000000,101.601164,history
2023-01-11,698.000000,101.601164,history
2023-01-12,710.000000,103.347889,history
2023-01-13,700.000000,101.892285,history
2023-01-16,710.000000,103.347889,history
2023-01-17,710.000000,103.347889,history
2023-01-18,710.000000,103.347889,history
2023-01-19,710.000000,103.347889,history
2023-01-20,710.000000,103.347889,history
2023-01-23,710.000000,103.347889,history
2023-01-24,710.000000,103.347889,history
2023-01-25,710.000000,103.347889,history
2023-01-26,712.000000,103.639010,history
2023-01-27,712.000000,103.639010,history
2023-01-30,705.000000,102.620087,history
2023-01-31,705.000000,102.620087,history
2023-02-01,707.000000,102.911208,history
2023-02-02,707.000000,102.911208,history
2023-02-03,707.000000,102.911208,history
2023-02-06,722.000000,105.094614,history
2023-02-07,724.000000,105.385735,history
2023-02-08,730.000000,106.259098,history
2023-02-09,755.000000,109.898108,history
2023-02-10,730.000000,106.259098,history
2023-02-13,730.000000,106.259098,history
2023-02-14,720.000000,104.803493,history
2023-02-15,735.000000,106.986900,history
2023-02-16,725.000000,105.531295,history
2023-02-17,716.000000,104.221252,history
2023-02-20,735.000000,106.986900,history
2023-02-21,735.000000,106.986900,history
2023-02-22,735.000000,106.986900,history
2023-02-24,735.000000,106.986900,history
2023-02-27,725.000000,105.531295,history
2023-02-28,725.000000,105.531295,history
2023-03-01,730.000000,106.259098,history
2023-03-02,730.000000,106.259098,history
2023-03-03,730.000000,106.259098,history
2023-03-06,731.000000,106.404658,history
2023-03-07,731.000000,106.404658,history
2023-03-08,717.000000,104.366812,history
2023-03-09,719.000000,104.657933,history
2023-03-10,770.000000,112.081514,history
2023-03-13,770.000000,112.081514,history
2023-03-14,770.000000,112.081514,history
2023-03-15,758.000000,110.334789,history
2023-03-16,728.000000,105.967977,history
2023-03-17,728.000000,105.967977,history
2023-03-20,730.000000,106.259098,history
2023-03-22,735.000000,106.986900,history
2023-03-23,735.000000,106.986900,history
2023-03-24,740.000000,107.714702,history
2023-03-27,745.000000,108.442504,history
2023-03-28,745.000000,108.442504,history
2023-03-29,750.000000,109.170306,history
2023-03-30,750.000000,109.170306,history
2023-03-31,750.000000,109.170306,history
2023-04-03,780.000000,113.537118,history
2023-04-04,780.000000,113.537118,history
2023-04-05,740.000000,107.714702,history
2023-04-06,778.000000,113.245997,history
2023-04-07,751.000000,109.315866,history
2023-04-10,756.000000,110.043668,history
2023-04-11,754.000000,109.752547,history
2023-04-12,760.000000,110.625910,history
2023-04-13,760.000000,110.625910,history
2023-04-14,775.000000,112.809316,history
2023-04-17,762.000000,110.917031,history
2023-04-18,747.000000,108.733624,history
2023-04-19,752.000000,109.461426,history
2023-04-20,752.000000,109.461426,history
2023-04-21,777.000000,113.100437,history
2023-04-24,778.000000,113.245997,history
2023-04-25,756.000000,110.043668,history
2023-04-26,756.000000,110.043668,history
2023-04-27,756.000000,110.043668,history
2023-04-28,756.000000,110.043668,history
2023-05-01,756.000000,110.043668,history
2023-05-02,760.000000,110.625910,history
2023-05-08,769.000000,111.935953,history
2023-05-09,775.000000,112.809316,history
2023-05-10,770.000000,112.081514,history
2023-05-11,775.000000,112.809316,history
2023-05-12,760.000000,110.625910,history
2023-05-15,756.000000,110.043668,history
2023-05-16,755.000000,109.898108,history
2023-05-17,748.000000,108.879185,history
2023-05-18,745.000000,108.442504,history
2023-05-19,750.000000,109.170306,history
2023-05-22,750.000000,109.170306,history
2023-05-23,741.000000,107.860262,history
2023-05-24,741.000000,107.860262,history
2023-05-25,750.000000,109.170306,history
2023-05-26,750.000000,109.170306,history
2023-05-29,742.000000,108.005822,history
2023-05-30,755.000000,109.898108,history
2023-05-31,740.000000,107.714702,history
2023-06-01,740.000000,107.714702,history
2023-06-02,736.000000,107.132460,history
2023-06-05,750.000000,109.170306,history
2023-06-06,750.000000,109.170306,history
2023-06-07,750.000000,109.170306,history
2023-06-08,750.000000,109.170306,history
2023-06-09,748.000000,108.879185,history
2023-06-12,748.000000,108.879185,history
2023-06-13,751.000000,109.315866,history
2023-06-14,748.000000,108.879185,history
2023-06-15,742.000000,108.005822,history
2023-06-16,745.000000,108.442504,history
2023-06-19,760.000000,110.625910,history
2023-06-20,758.000000,110.334789,history
2023-06-21,760.000000,110.625910,history
2023-06-22,760.000000,110.625910,history
2023-06-23,760.000000,110.625910,history
2023-06-26,750.000000,109.170306,history
2023-06-27,760.000000,110.625910,history
2023-06-28,765.000000,111.353712,history
2023-06-29,787.000000,114.556041,history
2023-06-30,823.000000,119.796215,history
2023-07-03,870.000000,126.637555,history
2023-07-04,807.000000,117.467249,history
2023-07-05,790.000000,114.992722,history
2023-07-06,793.000000,115.429403,history
2023-07-07,776.000000,112.954876,history
2023-07-10,796.000000,115.866084,history
2023-07-11,788.000000,114.701601,history
2023-07-12,810.000000,117.903930,history
2023-07-13,797.000000,116.011645,history
2023-07-14,820.000000,119.359534,history
2023-07-18,831.000000,120.960699,history
2023-07-19,790.000000,114.992722,history
2023-07-20,792.000000,115.283843,history
2023-07-21,792.000000,115.283843,history
2023-07-24,780.000000,113.537118,history
2023-07-25,777.000000,113.100437,history
2023-07-26,780.000000,113.537118,history
2023-07-27,779.000000,113.391557,history
2023-07-28,779.000000,113.391557,history
2023-07-31,778.000000,113.245997,history
2023-08-01,777.000000,113.100437,history
